"Trời hôm nay nắng đẹp quá, mình đi dạo công viên không?","false"
"Ủa vậy à","false"
"Hôm nay ăn gì cho bữa trưa nhỉ?","false"
"Sao tài khoản ngân hàng em bị trừ tiền vậy?","false"
"Này, cậu có biết khách sạn nào tốt ở Đà Lạt không?","false"
"Ok, mai gặp nhau nhé","false"
"Bạn đã xem phim mới ra chưa?","false"
"Tôi cần hỗ trợ về tài khoản ví điện tử.","false"
"Em không biết cần phải chuẩn bị gì cho kỳ thi sắp tới.","false"
"Ủa sao kỳ vậy ta","false"
"Cho tôi hỏi về dịch vụ của ngân hàng này.","false"
"Xin chào, có ai ở đây không?","false"
"Tôi có thể đặt hàng trực tuyến như thế nào?","false"
"Mình đang lên kế hoạch đi du lịch Phú Quốc.","false"
"Vâng, tôi đã nhận được email của bạn.","false"
"Bài tập này khó quá, bạn có thể giúp tôi được không?","false"
"Em cần tư vấn về cách chăm sóc sức khỏe.","false"
"Chào bạn","false"
"Tôi muốn phàn nàn về dịch vụ giao hàng.","false"
"Làm thế nào để kiểm tra số dư tài khoản ngân hàng của tôi?","false"
"Xin lỗi, cho tôi hỏi đường đến bưu điện.","false"
"Hôm nay bạn có thể giúp tôi hoàn thành báo cáo không?","false"
"Thế hả","false"
"Tôi cần đặt lịch hẹn với bác sĩ.","false"
"Ủa vậy à","false"
"Bài tập về nhà có khó không?","false"
"Ừm, tôi đang suy nghĩ về vấn đề này.","false"
"Tạm biệt","false"
"Bạn có thể chia sẻ cách nấu món này không?","false"
"Hôm nay trời mưa suốt cả ngày.","false"
"Uh","false"
"Thời gian giao hàng dự kiến là bao lâu?","false"
"Xin chào, tôi muốn tìm hiểu thông tin khuyến mãi.","false"
"Sao hôm nay không có ai online hết vậy?","false"
"À thế à","false"
"Đã lâu rồi tôi không gặp bạn, phải không?","false"
"Món ăn này cần những nguyên liệu gì để nấu?","false"
"Ok","false"
"Hehe, hôm nay thật vui nhỉ.","false"
"Tôi có thể đổi trả sản phẩm này được không?","false"
"Hôm nay có trận bóng đá nào hay không nhỉ?","false"
"Bạn có biết cửa hàng nào bán đồ điện tử tốt không?","false"
"Tôi cần tìm hiểu về chương trình khuyến học.","false"
"Bạn có thể hỗ trợ mình về việc đăng nhập không?","false"
"Cho tôi hỏi nhà hàng nào có món ăn ngon ở đây?","false"
"Cảm ơn","false"
"Trời đang mưa và rất lạnh, mình nên mặc gì ra ngoài?","false"
"Tôi muốn đăng ký một khóa học online.","false"
"Tôi có thể dùng loại thuốc nào cho vấn đề này?","false"
"Thời tiết hôm nay như thế nào nhỉ?","false"
"Bạn có thể giúp tôi lên kế hoạch chi tiêu không?","false"
"Xin chào, cho tôi hỏi thông tin về sản phẩm này.","false"
"Cuối tuần này cậu có kế hoạch gì chưa?","false"
"Ủa sao kỳ vậy ta","false"
"Mình cần tìm một quán cà phê yên tĩnh để làm việc.","false"
"Tôi có thắc mắc về hóa đơn điện nước.","false"
"Bạn có nhận xét gì về cuốn sách này không?","false"
"Em muốn học thêm về kỹ năng mềm.","false"
"Tại sao tôi không nhận được phản hồi email nhỉ?","false"
"Ngân hàng có áp dụng phí cho dịch vụ này không?","false"
"Bạn có thể tư vấn cho mình một địa điểm du lịch ở miền Trung không?","false"
"Chào bạn","false"
"Tôi đang tìm kiếm một công việc mới.","false"
"Bạn có thể cho tôi biết về lịch sử của món ăn này không?","false"
"Làm thế nào để cải thiện kỹ năng giao tiếp của mình?","false"
"Mình rất thích thời tiết mát mẻ của Đà Lạt.","false"
"Bạn có thể chỉ cho tôi cách sử dụng phần mềm này không?","false"
"Năm nay, mình muốn thử làm một món ăn mới cho Tết.","false"
"Tôi cần bạn giúp tôi với một vấn đề tài chính.","false"
"Xin lỗi, cho hỏi bây giờ mấy giờ rồi?","false"
"Mình muốn đăng ký khóa học yoga.","false"
"Ủa vậy à","false"
"Bạn có gợi ý nào về sách hay không?","false"
"Nhà hàng này có chỗ để xe rộng không nhỉ?","false"
"Tôi cần một số lời khuyên về việc nuôi dạy con trẻ.","false"
"Tôi muốn tham gia một câu lạc bộ thể thao.","false"
"Thế hả","false"
"Mình cần tìm một nơi yên tĩnh để thiền.","false"
"Tôi muốn tìm một nhà thiết kế nội thất.","false"
"Bài giảng hôm nay có gì đặc biệt không?","false"
"Ok","false"
"Tôi cần giúp đỡ với bài tập toán này.","false"
"Xin lỗi, bạn có thể nói lại không? Tôi không nghe rõ.","false"
"Cuối tuần này mình có thể gặp nhau không?","false"
"Bạn có thể giới thiệu một món ăn đặc sản miền Bắc không?","false"
"Mình cần biết thêm về dịch vụ khách sạn này.","false"
"Bạn có thể chỉ cho tôi cách bắt đầu một blog không?","false"
"Ủa vậy à","false"
"Tôi muốn tìm một bác sĩ chuyên khoa tốt.","false"
"Làm thế nào để mình có thể tiết kiệm nhiều hơn?","false"
"Bạn có thể kể về một kỷ niệm đáng nhớ không?","false"
"Tôi cần tìm một món quà đặc biệt cho ngày kỷ niệm.","false"
"Mình muốn học cách chơi đàn guitar.","false"
"Xin chào, tôi có thể giúp gì cho bạn?","false"
"Tại sao bạn lại chọn công việc này?","false"
"Cảm ơn bạn đã giúp đỡ trong thời gian qua.","false"
"Cuối tuần trước mình đã đi thăm bảo tàng.","false"
"Bạn có kế hoạch gì cho ngày mai không?","false"
"Trời ơi, món này ngon quá đi.","false"
"Bạn có thể giúp tôi lên lịch học tập không?","false"
